ClubName,CurrentRating,OriginCountry,OriginConfederation,DomesticLeagueName,PyramidCountry,PyramidConfederation,DomesticLevel,DomesticLeagueSimName,PyramidCountryFinal,PyramidConfederationFinal
CSM Fetești,41.9,Romania,Europe,,Romania,Europe,,,Romania,Europe
Gilortul,41.8,Romania,Europe,Liga III,Romania,Europe,3,Liga III,Romania,Europe
Dinamo Bucureşti II,41.8,Romania,Europe,Liga III,Romania,Europe,3,Liga III,Romania,Europe
Olimpia MCMXXI,41.6,Romania,Europe,Liga III,Romania,Europe,3,Liga III,Romania,Europe
Hidro Mecanica Șugag,41.4,Romania,Europe,Liga III,Romania,Europe,3,Liga III,Romania,Europe
Ceahlăul II,41.4,Romania,Europe,,Romania,Europe,,,Romania,Europe
Voluntari II,41.3,Romania,Europe,Liga III,Romania,Europe,3,Liga III,Romania,Europe
Oţelul Galați II,41.1,Romania,Europe,Liga III,Romania,Europe,3,Liga III,Romania,Europe
Sporting Roşiori,41.1,Romania,Europe,,Romania,Europe,,,Romania,Europe
Codlea,41,Romania,Europe,,Romania,Europe,,,Romania,Europe
Arieşul Turda,40.3,Romania,Europe,Liga III,Romania,Europe,3,Liga III,Romania,Europe
Diosig-Bihardiószeg,39.5,Romania,Europe,,Romania,Europe,,,Romania,Europe
Voința Limpeziș,39.4,Romania,Europe,,Romania,Europe,,,Romania,Europe
Sport Team Bucureşti,38.8,Romania,Europe,,Romania,Europe,,,Romania,Europe
Ciucaş Tărlungeni,35.5,Romania,Europe,,Romania,Europe,,,Romania,Europe
Zenit,82.9,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Krasnodar,81.5,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
CSKA Moskva,80.4,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Lokomotiv Moskva,79.6,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Spartak Moskva,78.9,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Dinamo Moskva,76.6,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Baltika,76.4,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Rostov,73.8,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Rubin Kazan,73.3,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Akron,72.1,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Akhmat Grozny,71.8,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Khimki,71.5,Russia,Europe,,Russia,Europe,,,Russia,Europe
Krylya Sovetov,71.3,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Dinamo Makhachkala,71.2,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Ural,70,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Fakel,69.9,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Rodina Moskva,69.3,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Orenburg,69.1,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Nizhny Novgorod,68.9,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Sochi,68,Russia,Europe,Premier League,Russia,Europe,1,Premier League,Russia,Europe
Spartak Kostroma,66.9,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
KAMAZ,66.6,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Arsenal Tula,66.6,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Chernomorets,66.6,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
SKA Khabarovsk,66.1,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Rotor Volgograd,66,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Torpedo Moskva,65.6,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Neftekhimik,65.4,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Chelyabinsk,65.4,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Yenisey,65.1,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Shinnik,64.1,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Volga Ulyanovsk,63.8,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Ufa,63,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Volgar Astrakhan,61.8,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Veles,61.7,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Sokol Saratov,61.4,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
Tekstilshchik,60.5,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Chayka,60.3,Russia,Europe,First League,Russia,Europe,2,First League,Russia,Europe
FK Sibir,60,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Tyumen,59.7,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Mashuk-KMV,59.3,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Leningradets,58.9,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Rodina Moskva II,58.6,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Zenit II,57.8,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Alaniya Vladikavkaz,57.6,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Sevastopol,57.4,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Kaluga,57.2,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Dinamo Stavropol,57.1,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Dinamo Kirov,56.6,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Kuban Krasnodar,56.2,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Torpedo Miass,56,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Kuban Pavlovskaya,56,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Dinamo Vologda,55.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Irtysh Omsk,55.6,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Dinamo St. Petersburg,55.6,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Amkar Perm,55.3,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Dinamo Vladivostok,55.1,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Salyut-Belgorod,55,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Lokomotiv Liski,55,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Nart Cherkessk,54.5,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Irkutsk,54.4,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
FK Spartak Tambov,54.3,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Khimik Dzerzhinsk,54.3,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Zelenograd,54.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo Moskva II,54.2,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Avangard Kursk,53.9,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Dinamo Bryansk,53.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Murom,53.6,Russia,Europe,Second League A,Russia,Europe,3,Second League A,Russia,Europe
Druzhba,53.6,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Spartak Moskva II,53.2,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Znamya Truda,53,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Krasnoye Znamya,52.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Forte Taganrog,52.7,Russia,Europe,,Russia,Europe,,,Russia,Europe
Dorozhnik,52.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Astrakhan,52.5,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Ryazan,52.2,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Saturn Ramenskoye,52,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Rostov II,52,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
KDV,51.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Rubin Kazan II,51.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Metallurg Magnitogorsk,51.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Metallurg Asha,51.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kosmos Dolgoprudny,51.4,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Chertanovo,51.3,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Rubin Yalta,51.3,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Torpedo Vladimir,51,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Baltika II,51,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Orenburg II,51,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Metallurg Lipetsk,50.6,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Orel,50.6,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Uralets Nizhnyi Tagil,50.5,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Cherepovets,50.4,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Sochi II,50.3,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Volna Nizhegorodskaya,50.2,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Pobeda,49.9,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Arsenal Tula II,49.4,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Khimki II,49.2,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Angusht,49,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Luki-Energiya,48.9,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Legion,48.9,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Ilpar,48.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Tver,48.8,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Metallurg-Oskol,48.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Rodina Moskva III,48.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Dinamo Barnaul,48.6,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Kristall MEZ,48.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Atom Novovoronezh,48.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Fankom,48.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Krylya Sovetov II,48,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Zenit Penza,47.9,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Spartak Nal'chik,47.9,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Zvezda St. Petersburg,47.8,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Sokol Kazan,47.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
SKA Khabarovsk II,47.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Zorkiy,47.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Temp Barnaul,47.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Chelyabinsk II,46.9,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Akron II,46.4,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Germes,46.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Buryatia,46.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Ural II,46.2,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Raspadskaya,46.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
StavAgrosoyuz,46.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Sever,46.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Shumbrat,46,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Rotor Volgograd II,45.9,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Yenisey II,45.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Kolomna,45.4,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Chelyabinsk III,45.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dobriy,45.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Universitet Sporta,45.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Strogino,44.6,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Spartak Kostroma II,44.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Tosno Sankt-Peterburg,44.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Nosta,44.2,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Polimer,44.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
KDV II,44,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Elektroavtomatika,43.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Mashinostroitel,43.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kristall,43.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Zenit Izhevsk,43.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Zarya Lugansk,43.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Rosich Moskovskiy,43.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Khimik Yunior,43,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Sibir II,43,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
BoMiK,43,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kirovets Voskhozhdenie,42.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Leningradets II,42.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Neftyanik Izberbash,42.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Lokomotiv Moskva II,42.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Pskov,42.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
PSK Dinskaya,42,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Yelets,41.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kvant,41.6,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Tyumen II,41.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
FK Spartak Tambov II,41,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
SShOR №1 Belgorod,40.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kurgan,40.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Anzhi,40.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo Makhachkala II,40.7,Russia,Europe,Second League B,Russia,Europe,4,Second League B,Russia,Europe
Metallist Korolev,40.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
FShM,40.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Lada Dimitrovgrad,40.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo Bryansk II,40.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Spartak Anapa,40.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
GUOR Karelia,39.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Chita,39.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
SShOR Tverskaya oblast,39.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo St. Petersburg II,39.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Bagration,39.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Amkar Perm II,39.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Anri Vladivostok,39.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
SSh Lytkarino,39,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
STD Petrovich,38.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Neva Maxima,38.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Yunost Moskvyi,38.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kosmos Dolgoprudny III,38.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Ufa II,38.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Volgar Astrakhan II,38.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kaluga II,37.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Legion Ivanteyevka,37.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Sportakademklub,37.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Cherepovets II,37.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
RWChallenge,37.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Kosmos 2,37.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Yenisey Krasnoyarsk III,37.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
SSh 2 VO Zvezda,37,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
UOR-Dagestan,37,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Orel II,36.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Strogino II,36.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Uralan Elista,36.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
LeidTogi,36.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
UMTs,36.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Shakhtyor Korkino,36.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Irtysh Omsk II,36.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Vezu,36.1,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo Barnaul II,35.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Fortuna Borovsk,35.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Nart Cherkessk II,35.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Alaniya Vladikavkaz II,35.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Lato,35.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo Kirov II,35.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Vityaz Noginsk,35.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Khimki III,35.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Vityaz Mikhailovsk,35.2,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Nart Nartkala,35,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Tobol Tobolsk,34.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Zvezda St. Petersburg II,34.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Triumf,34.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Baykal,34.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
TsPF Mordovia,34.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Lyubertsy,34.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Sochi III,34,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Novokuznetsk,34,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Ryazan II,34,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo-Dagestan,33.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Sokol Saratov II,33.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Rassvet-Krasnoyarsk,33.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
SShOR 8 Elektrika,33.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
ST Moskva,33.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Volga Ulyanovsk II,33.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Khimik Koryazhma,33,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo Vologda II,32.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Avangard Kursk II,32.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dinamo Makhachkala III,32.8,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Luch Team,32.4,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Dnepr Smolensk,31.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
SShOR Klin,31.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
BGUOR Spartak,31.6,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Vityaz / Stariy Gorodok,31.3,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
FK Akhmat Grozny II,30.7,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Trudovye rezervy,30.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Avangard Sankt-Peterburg,30.5,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
Metallurg Lipetsk II,29.9,Russia,Europe,Third League,Russia,Europe,5,Third League,Russia,Europe
APR,67.4,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Rayon Sports,62.9,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Police,62,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Kiyovu Sports,60.2,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Mukura,60.2,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Musanze,59.8,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
AS Kigali,59.3,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Bugesera,59.1,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Marine,58.4,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Gasogi United,57.7,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Gicumbi,57.1,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Gorilla,57.1,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Rutsiro,56.6,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Muhazi United,56.1,Rwanda,Africa,,Rwanda,Africa,,,Rwanda,Africa
Etincelles,56,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Amagaju,55.3,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Muhanga,55.2,Rwanda,Africa,Premier League,Rwanda,Africa,1,Premier League,Rwanda,Africa
Vision,54.2,Rwanda,Africa,,Rwanda,Africa,,,Rwanda,Africa
System 3,43.9,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Layou,44.2,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
NL Predators,44.5,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
JeBelle,43.8,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
BESCO Pastures,43.5,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Awesome,43.2,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Hope International,43.6,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Bequia Utd,42.7,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Avenues Utd,42.8,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Camdonia,42.3,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Sion Hill,38.7,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
SV United,38.5,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Largo Height,38.3,Saint Vincent & Grenadines,N/C America,Vincy Premier League,Saint Vincent & Grenadines,N/C America,1,Vincy Premier League,Saint Vincent & Grenadines,N/C America
Virtus,53.6,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
La Fiorita,51.4,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
